PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,TS%,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,Pos
Brice Sensabaugh,UTA,21,71,20.2,10.9,3,1.5,0.6,0.1,1.5,0.459,0.422,0.89,-4,77,235,2023,1,28,0.612,0.621,0.122,3.2,12.6,7.9,12,1.5,0.5,14.5,21.5,0.4,-1.6,-1.2,SG
Bronny James,LAL,20,27,6.7,2.3,0.7,0.8,0.3,0.1,0.5,0.313,0.281,0.786,-2.6,75,210,2024,2,55,0.424,0.478,0.209,2.6,8.5,5.6,16.5,2.4,1.6,15.1,20.9,-5.9,-1.3,-7.2,C
Brook Lopez,MIL,37,80,31.8,13,5,1.8,0.6,1.9,1.1,0.509,0.373,0.826,1.7,85,282,2008,1,10,0.624,0.482,0.178,5,11.8,8.6,7.8,0.9,5.4,9.1,15.8,0.4,0.4,0.8,SG
Bruce Brown,NOP,28,41,22.5,8.3,4,2,0.8,0.2,1,0.421,0.333,0.815,-5.5,76,202,2018,2,42,0.504,0.262,0.21,4.5,14.9,9.6,12.8,1.8,1,10.4,17.2,-3.2,-0.6,-3.8,SG
Bub Carrington,WAS,19,82,30,9.8,4.2,4.4,0.7,0.3,1.7,0.401,0.339,0.812,-9.7,76,190,2024,1,14,0.514,0.544,0.114,1.4,13.1,7.2,21.2,1,0.8,15.2,15.8,-3.3,-1.3,-4.6,PF
Buddy Hield,GSW,32,82,22.7,11.1,3.2,1.6,0.8,0.3,1.1,0.417,0.37,0.828,1.7,76,220,2016,1,6,0.56,0.698,0.081,2.9,12.7,7.6,10.7,1.8,1.2,10.1,20.5,-0.7,-0.3,-1,SF
Cade Cunningham,DET,23,70,35,26.1,6.1,9.1,1,0.8,4.4,0.469,0.356,0.846,2.5,78,220,2021,1,1,0.565,0.287,0.254,2.5,16.5,9.6,43,1.4,2.1,16,33.2,3.8,0.1,3.9,SF
Caleb Houstan,ORL,22,58,13.6,4.1,1.3,0.6,0.4,0.1,0.2,0.421,0.4,0.882,-1.1,80,205,2022,2,32,0.605,0.842,0.089,2.6,8.6,5.5,6.4,1.4,0.7,6.2,11.7,-2.4,0.2,-2.2,PG
Caleb Martin,DAL,29,45,27.1,7.9,3.9,2.1,1,0.5,1.2,0.424,0.359,0.622,-3.4,77,205,Undrafted,Undrafted,Undrafted,0.513,0.339,0.322,4.8,11.7,8.2,10.7,1.9,1.8,13.9,14.4,-2.9,-0.2,-3.2,SF
Cam Reddish,LAL,25,33,17.9,3.2,2,0.7,1,0.3,0.4,0.404,0.277,0.615,-2.8,79,217,2019,1,10,0.498,0.5,0.277,3.3,9.1,6.3,4.8,2.8,1.6,10.2,8.8,-4.4,1.6,-2.7,SF
Cam Spencer,MEM,25,25,10.1,4.2,1.2,1.4,0.4,0,0.2,0.415,0.365,1,1.6,76,205,2024,2,53,0.587,0.634,0.232,5.1,7.5,6.3,16.9,1.7,0.4,6.2,15.4,0.3,0.2,0.5,SG
Cam Thomas,BKN,23,25,31.2,24,3.3,3.8,0.6,0.1,2.5,0.438,0.349,0.881,-3.7,75,210,2021,1,27,0.575,0.43,0.333,2.1,10.4,6,22.9,1,0.3,10.6,32.6,2.8,-2.6,0.3,C
Cam Whitmore,HOU,20,51,16.2,9.4,3,1,0.6,0.3,0.9,0.444,0.355,0.75,0,79,230,2023,1,20,0.549,0.454,0.179,4.5,15.1,9.7,8.9,1.8,1.4,9.6,23.9,0.7,-0.4,0.3,PG
Cameron Johnson,BKN,29,57,31.6,18.8,4.3,3.4,0.9,0.4,1.7,0.475,0.39,0.893,-3.5,80,210,2019,1,11,0.632,0.546,0.301,3.3,12.8,7.8,18.5,1.5,1.4,10.5,22.9,3.5,-0.4,3.1,C
Cameron Payne,NYK,30,72,15.1,6.9,1.4,2.8,0.5,0.2,0.7,0.401,0.363,0.907,2.8,75,183,2015,1,14,0.532,0.574,0.121,1.5,9.4,5.5,25.5,1.8,1.4,10,20.8,-0.1,-0.2,-0.2,SG
Caris LeVert,ATL,30,64,24.9,12.1,3.2,3.4,0.9,0.5,1.2,0.467,0.373,0.71,4,78,205,2016,1,20,0.582,0.474,0.259,2.8,11,6.9,18.1,1.7,1.9,10.2,19.4,0.8,0.1,0.9,PG
Cason Wallace,OKC,21,68,27.6,8.4,3.4,2.5,1.8,0.5,0.9,0.474,0.356,0.811,5.4,75,195,2023,1,10,0.562,0.425,0.076,4.1,8.8,6.5,11.5,3.1,1.9,10.5,12.8,-1.5,2.6,1,SG
Charles Bassey,SAS,24,36,10.4,4.4,4.2,0.5,0.4,0.8,0.6,0.581,0,0.636,-3.6,82,230,2021,2,53,0.597,0,0.282,15.9,27.4,21.7,6.6,1.8,7.2,14.9,17.5,-1.7,0.6,-1.1,PG
Chet Holmgren,OKC,23,32,27.4,15,8,2,0.7,2.2,1.8,0.49,0.379,0.754,9.2,85,208,2022,1,2,0.599,0.34,0.393,6,25,15.7,9.7,1.3,8.2,12.3,22,0.5,1.9,2.4,SF
Chris Boucher,TOR,32,50,17.2,10,4.5,0.7,0.5,0.5,0.6,0.492,0.363,0.782,0.1,81,200,Undrafted,Undrafted,Undrafted,0.615,0.522,0.235,8.5,19.6,13.9,5.9,1.3,2.8,6.6,21.2,2.9,-0.6,2.3,SF
Chris Livingston,MIL,21,21,5,1.4,1.7,0.2,0.2,0,0.3,0.333,0,0.75,-1.4,78,220,2023,2,58,0.441,0.296,0.593,10.7,24.6,17.9,6,2.3,0,15,16.6,-5,-1.1,-6.1,SG
Chris Paul,SAS,40,82,28,8.8,3.6,7.4,1.3,0.3,1.6,0.427,0.377,0.924,0,72,175,2005,1,4,0.58,0.636,0.158,1.5,12.3,6.9,34.8,2.2,0.9,17.1,14,0.3,0.5,0.8,SF
Christian Braun,DEN,24,79,33.9,15.4,5.2,2.6,1.1,0.5,1,0.58,0.397,0.827,6.1,78,220,2022,1,21,0.665,0.273,0.261,4.2,12.2,8.4,10.1,1.5,1.2,8.1,15.8,0.8,-0.5,0.3,SG
Christian Koloko,LAL,25,37,9.2,2.4,2.5,0.4,0.2,0.4,0.3,0.606,0,0.714,-0.2,84,225,2022,2,33,0.624,0.061,0.212,11.9,18.2,15.1,6.4,1.2,4.4,14.3,10.8,-3,0.2,-2.8,SG
CJ McCollum,NOP,33,56,32.7,21.1,3.8,4.1,0.8,0.4,1.9,0.444,0.373,0.717,-5,75,190,2013,1,10,0.55,0.459,0.173,2.4,10.3,6.2,20.6,1.2,1.3,9,27.2,1.2,-2.6,-1.4,SF
Clint Capela,ATL,31,55,21.4,8.9,8.5,1.1,0.6,1,0.9,0.559,0,0.536,-1.4,82,256,2014,1,25,0.564,0.003,0.249,15.8,28.2,21.8,7.4,1.4,4.1,9.8,16.7,-0.6,-0.4,-1,PF
Coby White,CHI,25,74,33.1,20.4,3.7,4.5,0.9,0.2,2.4,0.453,0.37,0.902,-1.9,77,195,2019,1,7,0.601,0.521,0.274,1.1,10.4,5.8,19.5,1.3,0.6,12.4,24.4,0.5,-1.4,-0.9,PG
Cody Martin,PHX,29,53,22.1,6.8,4.2,2,1.1,0.6,1,0.418,0.285,0.705,-2,78,205,2019,2,36,0.509,0.465,0.188,4.8,15.9,10.3,13,2.4,2.7,12.7,14.7,-2.8,1.1,-1.7,SG
Cody Williams,UTA,20,50,21.2,4.6,2.3,1.2,0.5,0.3,0.9,0.323,0.259,0.725,-6.8,79,190,2024,1,10,0.419,0.525,0.156,2.8,8.7,5.7,7.4,1,1.4,13.8,12.5,-6.1,-1.2,-7.3,SG
Colby Jones,WAS,23,39,13.2,4,2.2,1.1,0.7,0.3,0.6,0.457,0.327,0.657,-2.9,78,207,2023,2,34,0.544,0.38,0.271,4.3,13.6,9,12,2.4,2.4,13.7,13.7,-3.3,0.4,-2.8,C
Cole Anthony,MEM,25,67,18.4,9.4,3,2.9,0.7,0.5,1.5,0.424,0.353,0.823,-0.2,74,185,2020,1,15,0.531,0.401,0.208,4.1,15.5,9.5,25.5,1.8,2.5,14.8,24.6,-0.8,0.9,0.1,C
Colin Castleton,TOR,25,26,16.6,4.7,4.7,1.1,0.3,0.4,0.9,0.469,0.125,0.763,-1.2,82,250,Undrafted,Undrafted,Undrafted,0.536,0.163,0.388,13,17.9,15.4,8.9,0.9,2.2,16.7,13.4,-4,-1,-5,PF
Collin Gillespie,PHX,26,33,14,5.9,2.4,2.4,0.6,0.2,0.5,0.43,0.433,0.864,-0.9,73,195,Undrafted,Undrafted,Undrafted,0.578,0.57,0.139,5.5,13.2,9.4,24,2.3,1,9.2,17.7,2.3,0.2,2.5,SG
Collin Sexton,UTA,26,63,27.9,18.4,2.7,4.2,0.7,0.1,2.5,0.48,0.406,0.865,-4.5,75,190,2018,1,8,0.593,0.313,0.29,3.7,6.8,5.2,25.1,1.3,0.3,14.1,27,1.7,-2.3,-0.6,SF
Corey Kispert,WAS,26,61,26.3,11.6,3,1.7,0.4,0.2,1,0.451,0.364,0.852,-4.5,78,224,2021,1,15,0.584,0.584,0.156,2.3,9.5,5.9,9.7,0.8,0.8,9.6,17.5,-1.4,-2.2,-3.7,PG
Cory Joseph,ORL,33,50,12.2,3.5,1.5,1.4,0.5,0.1,0.4,0.403,0.364,0.778,0.7,74,200,2011,1,29,0.547,0.695,0.117,3,11.2,6.9,17,2.1,0.6,10,12.8,-2.3,1.4,-0.8,SG
Craig Porter Jr.,CLE,25,51,10.1,3.7,1.3,1.4,0.3,0.3,0.7,0.514,0.438,0.719,-0.9,73,180,Undrafted,Undrafted,Undrafted,0.61,0.343,0.229,4.1,9.9,7.1,17.7,1.6,2.6,19.8,15.9,0.1,1,1.1,C
Dalano Banton,POR,25,67,16.7,8.3,2,2.4,0.6,0.5,1.3,0.391,0.324,0.728,-0.8,80,203,2021,2,46,0.497,0.438,0.247,2.8,10.4,6.5,21.5,1.9,2.8,13.3,24.1,-0.6,-0.2,-0.8,PF
Dalen Terry,CHI,22,73,13.5,4.5,1.7,1.3,0.6,0.2,0.7,0.448,0.356,0.71,-2.4,79,195,2022,1,18,0.546,0.388,0.257,4.1,9,6.6,12.7,2.1,1.3,15.1,14.9,-4,0.2,-3.8,PG
Dalton Knecht,LAL,24,78,19.2,9.1,2.8,0.8,0.3,0.1,0.5,0.461,0.376,0.762,-0.9,78,215,2024,1,17,0.594,0.61,0.151,2.9,13.1,8.1,6.5,0.8,0.5,5.9,18.5,-0.1,-1.7,-1.8,C
Damian Lillard,MIL,34,58,36.1,24.9,4.7,7.1,1.2,0.2,2.8,0.448,0.376,0.921,0.9,74,195,2012,1,6,0.621,0.528,0.396,1.6,12.1,7.1,29.7,1.6,0.4,12.2,27.8,4.7,-0.6,4,SG
Damion Lee,PHX,32,25,5.8,3.3,0.8,0.4,0.2,0,0.4,0.365,0.243,0.952,1,78,210,Undrafted,Undrafted,Undrafted,0.499,0.5,0.284,2.4,12.8,7.8,11.5,2.1,0,10.7,28.6,-2.9,-2.1,-5.1,SF
D'Angelo Russell,BKN,29,58,25.5,12.6,2.8,5.1,1,0.4,1.9,0.39,0.314,0.834,0,75,193,2015,1,2,0.522,0.564,0.227,1.5,11,6.2,31.2,1.9,1.5,13.3,24,0,-0.4,-0.4,SG
Daniel Gafford,DAL,26,57,21.5,12.3,6.8,1.4,0.4,1.8,1.2,0.702,0,0.689,0.6,82,265,2019,2,38,0.716,0,0.486,14.1,20.3,17.2,10.2,0.9,7.1,11.9,19.5,2.7,1.1,3.8,SG
Daniel Theis,NOP,33,38,16.3,4.3,4.3,1.6,0.5,0.5,0.7,0.473,0.243,0.838,-1.6,80,245,Undrafted,Undrafted,Undrafted,0.558,0.287,0.287,7.4,21.5,14.2,13,1.4,3.1,14.7,11.6,-3.3,0,-3.3,PG
Dante Exum,DAL,29,20,18.6,8.7,1.7,2.8,0.6,0.2,1.1,0.478,0.434,0.742,-2.4,77,214,2014,1,5,0.589,0.396,0.231,1.2,8.3,4.8,21.5,1.6,0.7,13,19.6,-1.2,-1.1,-2.3,SF
DaQuan Jeffries,CHA,27,47,22.8,6.7,2.9,1.1,0.6,0.5,0.7,0.405,0.335,0.8,-5.9,77,222,Undrafted,Undrafted,Undrafted,0.518,0.564,0.103,3.6,10,6.7,7.2,1.2,2.3,10.3,13.5,-4,-0.7,-4.7,C
Dariq Whitehead,BKN,20,20,12.3,5.7,1.5,0.6,0.3,0.1,0.8,0.406,0.446,0.6,-3.2,78,220,2023,1,22,0.58,0.771,0.052,1.8,12.1,6.7,7.8,1.2,0.4,13.3,20.1,-1.5,-2.2,-3.7,PG
Darius Garland,CLE,25,75,30.7,20.6,2.9,6.7,1.2,0.1,2.5,0.472,0.401,0.878,6.7,73,192,2019,1,5,0.6,0.451,0.217,2.3,7.6,5,32.2,1.9,0.4,12.8,27.2,3.9,-0.8,3.1,SG
David Roddy,HOU,24,33,12.4,4.6,2.5,1.1,0.4,0.3,0.7,0.456,0.311,0.769,-2.3,76,255,2022,1,23,0.561,0.488,0.208,3.4,19.5,11.2,11.5,1.6,2,13.9,16,-1.6,0.1,-1.5,SF
Davion Mitchell,MIA,26,74,27.4,7.9,2.3,4.9,1,0.2,1.7,0.468,0.398,0.69,0,72,202,2021,1,9,0.573,0.443,0.176,1.9,7.1,4.5,24.2,1.7,0.8,20,13.6,-2.8,0.2,-2.6,PG
Day'Ron Sharpe,BKN,23,50,18.1,7.9,6.6,1.8,0.8,0.8,1.3,0.521,0.244,0.757,1.3,81,265,2021,1,29,0.568,0.142,0.233,17.8,23.8,20.7,16.8,2.3,4.6,15.3,19.9,0,0.9,0.9,PG
De'Aaron Fox,SAS,27,62,36.1,23.5,4.8,6.3,1.5,0.4,2.8,0.463,0.31,0.827,-1.1,75,185,2017,1,5,0.56,0.328,0.273,2.7,12.1,7.4,27.2,2,1.1,11.8,28.3,1.3,-1,0.4,SG
Dean Wade,CLE,28,59,21.2,5.4,4.2,1.3,0.7,0.3,0.4,0.413,0.36,0.533,4.8,81,228,Undrafted,Undrafted,Undrafted,0.563,0.819,0.111,4.5,16.6,10.8,7.3,1.6,1.4,7.2,10.4,-1,1.2,0.3,SG
Deandre Ayton,POR,26,40,30.1,14.4,10.2,1.6,0.8,1,1.7,0.566,0.188,0.667,-4.1,84,252,2018,1,1,0.583,0.068,0.128,10.9,26,18.2,8.5,1.2,2.9,12.2,19.4,-0.3,-0.4,-0.7,SG
De'Andre Hunter,CLE,27,64,27.2,17,4,1.4,0.8,0.2,1.3,0.47,0.405,0.846,1.4,80,221,2019,1,4,0.623,0.509,0.333,2.7,13.4,8.1,7.5,1.4,0.7,8.6,22.8,1.2,-0.8,0.4,PG
DeAndre Jordan,DEN,36,56,12.3,3.7,5.1,0.9,0.3,0.5,0.7,0.65,0,0.422,-0.8,83,265,2008,2,35,0.621,0,0.457,14,30.3,22.6,9.5,1.1,3.5,19.2,12.8,-1.4,0.2,-1.2,PG
Dejounte Murray,NOP,28,31,32.6,17.5,6.5,7.4,2,0.4,3.4,0.393,0.299,0.823,-6.7,76,180,2016,1,29,0.494,0.352,0.251,1.8,20.1,10.7,34.6,3,1.1,16.2,27.3,-1.3,-0.3,-1.6,SG
Delon Wright,NYK,33,40,15.9,3.1,1.7,1.9,0.9,0.3,0.6,0.344,0.274,0.6,0,77,185,2015,1,20,0.44,0.557,0.191,4.9,6.5,5.7,15,2.7,1.8,13.4,11.3,-2.8,1.4,-1.4,SF
DeMar DeRozan,SAC,35,77,35.9,22.2,3.9,4.4,0.8,0.4,1.4,0.477,0.328,0.857,1.4,78,220,2009,1,9,0.569,0.196,0.337,2,10.1,6,18.7,1.1,1.1,6.5,25,1.2,-1.2,-0.1,PG
Deni Avdija,POR,24,72,30,16.9,7.3,3.9,1,0.5,2.7,0.476,0.365,0.78,-1.1,81,240,2020,1,9,0.605,0.405,0.441,5.4,21.2,13.1,19.9,1.6,1.5,16.3,23.2,1.5,0.6,2.1,SG
Dennis Schroder,DET,31,75,28.1,13.1,2.6,5.4,0.9,0.2,1.9,0.406,0.342,0.838,-1,73,175,2013,1,17,0.531,0.449,0.261,1.4,9.2,5.2,28.7,1.5,0.6,13.3,21.6,-1.3,-0.9,-2.2,SG
Dereck Lively II,DAL,21,36,23.1,8.7,7.5,2.4,0.6,1.6,1.1,0.702,0,0.63,3.4,85,230,2023,1,12,0.704,0,0.382,13.9,21.3,17.7,14.3,1.2,5.7,15.5,13.6,1.1,2.2,3.3,PG
Derrick Jones Jr.,LAC,28,77,24.3,10.1,3.4,0.8,1,0.4,0.9,0.526,0.356,0.703,3.2,78,210,Undrafted,Undrafted,Undrafted,0.609,0.372,0.2,5.7,10.1,8,4.6,2.1,1.7,9.3,16.5,-1,0.7,-0.3,C
Derrick White,BOS,30,76,33.9,16.4,4.5,4.8,0.9,1.1,1.7,0.442,0.384,0.839,7.1,76,190,2017,1,29,0.606,0.721,0.168,2.8,11.5,7.2,20.2,1.4,2.9,11.3,19.8,2.7,0.8,3.5,C
Desmond Bane,ORL,27,69,32,19.2,6.1,5.3,1.2,0.4,2.4,0.484,0.392,0.894,2.1,77,215,2020,1,30,0.6,0.411,0.194,3,16.9,10,23.6,1.7,1.2,13.3,23.3,2.6,0.6,3.2,PG
Devin Booker,PHX,28,75,37.3,25.6,4.1,7.1,0.9,0.2,2.9,0.461,0.332,0.894,-2.4,78,206,2015,1,13,0.589,0.388,0.34,3.1,8.9,6.1,30.6,1.2,0.5,11.9,29.3,2.8,-2.4,0.4,PG
Devin Carter,SAC,23,36,11,3.8,2.1,1.1,0.6,0.1,0.5,0.37,0.295,0.591,1.2,74,195,2024,1,13,0.471,0.48,0.346,5.4,16.2,10.8,13.5,2.6,1,11,17.9,-3.5,0.3,-3.2,SG
Devin Vassell,SAS,24,64,31,16.3,4,2.9,1.3,0.5,1.4,0.443,0.368,0.792,-4.1,77,200,2020,1,11,0.553,0.483,0.135,1.8,12,6.9,13.8,2,1.5,8.5,22.1,-0.3,-0.8,-1.1,C
Dillon Brooks,HOU,29,75,31.8,14,3.7,1.7,0.8,0.2,1,0.429,0.397,0.818,2.8,78,225,2017,2,45,0.555,0.524,0.135,3.3,9.1,6.1,7.4,1.2,0.6,7.4,17.7,-1.4,0,-1.4,SF
Dillon Jones,OKC,23,54,10.2,2.5,2.2,1.1,0.3,0.1,0.5,0.383,0.254,0.607,1.4,77,235,2024,1,26,0.464,0.474,0.211,6,17.3,11.8,12.6,1.4,0.7,16.2,13.3,-4.3,0.3,-4,PG
Domantas Sabonis,SAC,29,70,34.7,19.1,13.9,6,0.7,0.4,2.9,0.59,0.417,0.754,2.1,82,240,2016,1,11,0.655,0.175,0.324,12.3,32.6,22.4,26,1,1,16.5,21.6,4.2,1.1,5.2,SG
Dominick Barlow,ATL,22,35,10.7,4.2,2.4,0.5,0.3,0.5,0.1,0.531,0.259,0.636,-0.1,80,215,Undrafted,Undrafted,Undrafted,0.58,0.239,0.292,10,15,12.4,6.9,1.1,3.9,3.8,14.5,-1.4,-0.8,-2.2,PF
Donovan Clingan,POR,21,67,19.8,6.5,7.9,1.1,0.5,1.6,1.1,0.539,0.286,0.596,0,86,280,2024,1,7,0.574,0.147,0.311,17.3,26.1,21.6,8.3,1.2,7.5,15.9,14.2,-1.7,1.4,-0.3,PG
Donovan Mitchell,CLE,28,71,31.4,24,4.5,5,1.3,0.2,2.1,0.443,0.368,0.823,7.4,75,215,2017,1,13,0.575,0.48,0.274,2.8,12.5,7.8,23.9,2,0.7,9.2,30.9,3.8,-0.2,3.7,C
Donte DiVincenzo,MIN,28,62,25.9,11.7,3.7,3.6,1.2,0.3,1.6,0.422,0.397,0.778,2.8,76,203,2018,1,17,0.582,0.739,0.106,2.2,13.3,7.9,20.2,2.2,1,13.8,19.4,0.8,1.1,1.9,PG
Dorian Finney-Smith,LAL,32,63,28.9,8.7,3.9,1.4,0.9,0.4,0.9,0.448,0.411,0.667,4.9,79,220,Undrafted,Undrafted,Undrafted,0.604,0.722,0.103,5,10.4,7.7,6.9,1.6,1.2,11,12.3,-1.1,0.1,-1,PF
Doug McDermott,SAC,33,42,8.1,3.5,0.5,0.2,0.1,0,0.1,0.427,0.436,0.6,0.6,78,225,2014,1,11,0.617,0.863,0.043,1,6.2,3.6,2.8,0.6,0.6,4.8,15.7,-0.8,-2.4,-3.2,C
Draymond Green,GSW,35,68,29.2,9,6.1,5.6,1.5,1,2.6,0.424,0.325,0.687,4,78,230,2012,2,35,0.534,0.483,0.289,3.9,19,11.2,26.2,2.4,3.4,23.3,15.9,-2.3,2.8,0.5,SF
Drew Eubanks,LAC,28,61,12.2,4.6,3.7,0.9,0.2,0.6,0.7,0.593,0.5,0.662,-2.1,82,245,Undrafted,Undrafted,Undrafted,0.622,0.031,0.366,8.9,24.1,16.5,10.6,0.8,5,15.4,15.1,-1.2,0.6,-0.7,C
Drew Peterson,BOS,25,25,7.4,2.2,1.6,0.5,0.2,0.1,0.3,0.415,0.394,0.778,1.8,81,205,Undrafted,Undrafted,Undrafted,0.601,0.805,0.22,5.3,18.1,11.7,9.1,1.3,1,15.1,12.5,-1.8,1,-0.8,SG
Duncan Robinson,MIA,31,74,24.1,11,2.3,2.4,0.5,0.1,1.2,0.437,0.393,0.887,0.9,79,215,Undrafted,Undrafted,Undrafted,0.595,0.729,0.08,1.1,9.1,5.2,14.7,1.1,0.3,11.1,19.2,-0.7,-1.1,-1.7,PG
Duop Reath,POR,29,46,10.2,4.2,2,0.6,0.3,0.3,0.3,0.422,0.321,0.909,-1.2,81,245,Undrafted,Undrafted,Undrafted,0.552,0.639,0.133,9.9,11.4,10.6,8,1.2,2.7,8.3,17,0.2,-0.5,-0.3,PG
Dwight Powell,DAL,33,55,10,2.1,2.1,1,0.3,0.4,0.3,0.689,0.4,0.651,-0.3,82,240,2014,2,45,0.713,0.082,0.705,9.5,13.7,11.7,12.5,1.6,3.3,18.4,7.6,-1.5,1.5,0,SF
Dyson Daniels,ATL,22,76,33.8,14.1,5.9,4.4,3,0.7,2,0.493,0.34,0.593,-0.9,79,199,2022,1,8,0.545,0.255,0.152,5.1,14.2,9.6,17.9,4.2,2,13.6,18.2,-1.1,2.6,1.5,SF
Elfrid Payton,NOP,31,24,21.3,3.5,3.3,6.9,1,0.5,2.5,0.328,0.167,0.571,-6.2,75,195,2014,1,10,0.34,0.049,0.057,3.1,13.9,8.3,43.3,2.3,2.1,32.1,15.2,-5.1,-1.3,-6.4,PG
Enrique Freeman,IND,24,22,8.2,2.1,1.4,0.4,0.1,0.1,0.3,0.432,0.1,0.684,-0.9,79,220,2024,2,50,0.507,0.27,0.514,6.8,11.6,9.2,6.1,0.8,1.5,11.7,12.3,-4.9,-1.4,-6.3,C
Eric Gordon,PHI,36,39,19.7,6.8,1.2,1.7,0.7,0.3,0.7,0.426,0.409,0.75,-1.8,75,215,2008,1,7,0.591,0.672,0.235,1.1,5.8,3.4,12,1.7,1.5,11.1,14.4,-0.8,-0.8,-1.6,SF
Evan Mobley,CLE,24,71,30.5,18.5,9.3,3.2,0.9,1.6,2,0.557,0.37,0.725,7.7,83,215,2021,1,3,0.633,0.254,0.337,8.4,24,16.5,15.1,1.4,4.7,12.2,23.2,3.1,1.5,4.6,SG
Franz Wagner,ORL,23,60,33.7,24.2,5.7,4.7,1.3,0.4,2.3,0.463,0.295,0.871,4.1,82,220,2021,1,8,0.558,0.303,0.268,3,17.1,9.7,26.6,1.9,1,9.6,31,2.6,0.5,3.1,SG
Fred VanVleet,HOU,31,60,35.2,14.1,3.7,5.6,1.6,0.4,1.5,0.378,0.345,0.81,4.4,72,197,Undrafted,Undrafted,Undrafted,0.515,0.607,0.181,1.6,9.7,5.6,21.2,2.2,1.1,9.6,17.7,-0.4,1.3,0.9,SG
Gabe Vincent,LAL,29,72,21.2,6.4,1.3,1.4,0.7,0.2,0.6,0.4,0.353,0.714,0.7,74,200,Undrafted,Undrafted,Undrafted,0.536,0.736,0.05,1.5,5.2,3.4,8.7,1.6,0.8,8.7,13.5,-3.8,-0.1,-4,PG
Garrett Temple,TOR,39,28,8.1,1.9,1,1.1,0.6,0.1,0.4,0.3,0.214,0.917,-1,77,195,Undrafted,Undrafted,Undrafted,0.406,0.467,0.2,4.2,9.7,6.8,17.4,3.6,0.8,13.3,13.9,-5.7,2.1,-3.6,SG
Garrison Mathews,ATL,28,47,17.6,7.5,1.9,1.3,0.6,0.3,0.7,0.397,0.39,0.821,-1.3,78,215,Undrafted,Undrafted,Undrafted,0.606,0.848,0.304,1.7,10,5.7,9.3,1.5,1.7,9.6,15.9,-1.1,-0.5,-1.6,SF
Gary Harris,ORL,30,48,14.8,3,1.3,0.6,0.5,0.3,0.4,0.383,0.356,0.583,1.8,76,210,2014,1,19,0.524,0.759,0.09,3.1,7.5,5.2,5.8,1.8,1.6,10.9,9.5,-3.9,1.2,-2.7,SF
Gary Payton II,GSW,32,62,15,6.5,3,1.3,0.8,0.3,0.6,0.574,0.326,0.711,0.7,74,195,Undrafted,Undrafted,Undrafted,0.635,0.319,0.128,6,15.8,10.7,13.5,2.7,1.7,11,16.1,-0.5,2,1.4,C
Gary Trent Jr.,MIL,26,74,25.6,11.1,2.3,1.2,1,0.1,0.6,0.431,0.416,0.848,0.9,77,204,2018,2,37,0.591,0.659,0.14,1.2,8.2,4.8,6.4,1.8,0.2,5.7,17.1,-1.2,-0.4,-1.6,PF
Georges Niang,ATL,32,79,21.5,9.9,3.4,1.4,0.4,0.2,1,0.461,0.406,0.793,2.5,79,230,2016,2,50,0.607,0.66,0.094,3.1,14.3,8.7,8.8,0.8,0.8,11.3,17.9,-1.1,-1.2,-2.3,C
GG Jackson,MEM,20,29,15.8,7.2,3.2,1,0.4,0.2,1.1,0.372,0.337,0.725,-2.3,81,210,2023,2,45,0.482,0.477,0.201,6.3,14.8,10.6,8.2,1.2,1,12.5,21.7,-3.3,-2,-5.3,SG
Giannis Antetokounmpo,MIL,30,67,34.2,30.4,11.9,6.5,0.9,1.2,3.1,0.601,0.222,0.617,5,83,243,2013,1,15,0.625,0.048,0.536,7.3,29.7,19,36,1.2,3.2,11.2,35.2,6.9,2.5,9.5,SG
Goga Bitadze,ORL,25,70,20.4,7.2,6.6,2,0.7,1.4,1,0.611,0.107,0.639,1.1,82,250,2019,1,18,0.631,0.083,0.392,12.7,25,18.6,14.8,1.7,6.6,15.3,14.3,-0.3,2.8,2.5,PF
Gradey Dick,TOR,21,54,29.4,14.4,3.6,1.8,0.9,0.2,1.5,0.41,0.35,0.858,-3.9,78,200,2023,1,13,0.543,0.504,0.24,2.9,10.3,6.5,8.9,1.5,0.6,10.4,21,-1.9,-1.3,-3.2,SF
Grayson Allen,PHX,29,64,24.1,10.6,3,2.1,0.8,0.3,1.2,0.448,0.426,0.816,-1.2,76,198,2018,1,21,0.631,0.716,0.233,2.5,11.3,7,12.5,1.7,1.2,12.2,17.6,0.7,-1,-0.3,PF
Guerschon Yabusele,PHI,29,70,27.1,11,5.6,2.1,0.8,0.3,1.2,0.501,0.38,0.725,-1.7,80,265,2016,1,16,0.616,0.487,0.245,7.7,16.3,11.8,11.6,1.5,1.2,12.2,16.3,0.1,-1.1,-1,C
Gui Santos,GSW,23,56,13.6,4.1,3.1,1.4,0.4,0.2,0.8,0.458,0.33,0.69,2.9,78,185,2022,2,55,0.575,0.575,0.235,9.9,14.5,12.1,14.2,1.6,1.2,17.5,13.2,-2.2,0.5,-1.7,PF
